Date,Time In,Time Out,Pond,Site ID,Mesh Size,Species,Length mm,Stretch in,Panel Length ft,COMMON NAME
8/9/2016 0:00:00,12/30/1899 19:13:00,12/30/1899 7:13:00,Ninigret Pond,3U,1,969,135,3.00,15,BlUE CRAB
8/9/2016 0:00:00,12/30/1899 18:43:00,12/30/1899 6:50:00,Ninigret Pond,4U,1,969,120,3.00,15,BlUE CRAB
8/9/2016 0:00:00,12/30/1899 18:35:00,12/30/1899 6:36:00,Ninigret Pond,4S,1,969,105,3.00,15,BlUE CRAB
9/27/2016 0:00:00,12/30/1899 18:23:00,12/30/1899 7:05:00,Quonochontaug Pond,1D,1,983,57,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:30:00,12/30/1899 6:42:00,Quonochontaug Pond,2C,1,139,310,3.00,15,BASS STRIPED
10/26/2016 0:00:00,12/30/1899 17:30:00,12/30/1899 6:42:00,Quonochontaug Pond,2C,1,983,44,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:30:00,12/30/1899 6:42:00,Quonochontaug Pond,2C,1,983,46,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:30:00,12/30/1899 6:42:00,Quonochontaug Pond,2C,1,983,36,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:30:00,12/30/1899 6:42:00,Quonochontaug Pond,2C,1,983,57,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:30:00,12/30/1899 6:42:00,Quonochontaug Pond,2C,1,985,75,3.00,15,LADY CRAB
10/26/2016 0:00:00,12/30/1899 17:33:00,12/30/1899 6:54:00,Quonochontaug Pond,2D,1,983,53,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:33:00,12/30/1899 6:54:00,Quonochontaug Pond,2D,1,983,53,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:33:00,12/30/1899 6:54:00,Quonochontaug Pond,2D,1,983,52,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:33:00,12/30/1899 6:54:00,Quonochontaug Pond,2D,1,981,62,3.00,15,GREEN CRAB
10/26/2016 0:00:00,12/30/1899 17:33:00,12/30/1899 6:54:00,Quonochontaug Pond,2D,1,981,80,3.00,15,GREEN CRAB
10/26/2016 0:00:00,12/30/1899 17:33:00,12/30/1899 6:54:00,Quonochontaug Pond,2D,1,981,62,3.00,15,GREEN CRAB
10/26/2016 0:00:00,12/30/1899 17:33:00,12/30/1899 6:54:00,Quonochontaug Pond,2D,1,985,65,3.00,15,LADY CRAB
10/26/2016 0:00:00,12/30/1899 17:33:00,12/30/1899 6:54:00,Quonochontaug Pond,2D,1,985,79,3.00,15,LADY CRAB
10/26/2016 0:00:00,12/30/1899 17:33:00,12/30/1899 6:54:00,Quonochontaug Pond,2D,1,139,305,3.00,15,BASS STRIPED
10/26/2016 0:00:00,12/30/1899 17:33:00,12/30/1899 6:54:00,Quonochontaug Pond,2D,1,139,375,3.00,15,BASS STRIPED
10/26/2016 0:00:00,12/30/1899 17:37:00,12/30/1899 7:11:00,Quonochontaug Pond,3A,1,139,350,3.00,15,BASS STRIPED
10/26/2016 0:00:00,12/30/1899 17:37:00,12/30/1899 7:11:00,Quonochontaug Pond,3A,1,139,349,3.00,15,BASS STRIPED
10/26/2016 0:00:00,12/30/1899 17:37:00,12/30/1899 7:11:00,Quonochontaug Pond,3A,1,983,52,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:37:00,12/30/1899 7:11:00,Quonochontaug Pond,3A,1,983,72,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 7:15:00,Quonochontaug Pond,3B,1,983,66,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 7:15:00,Quonochontaug Pond,3B,1,983,53,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 7:15:00,Quonochontaug Pond,3B,1,983,58,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 7:15:00,Quonochontaug Pond,3B,1,983,60,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 7:15:00,Quonochontaug Pond,3B,1,983,55,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 7:15:00,Quonochontaug Pond,3B,1,983,52,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 7:15:00,Quonochontaug Pond,3B,1,983,45,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 7:15:00,Quonochontaug Pond,3B,1,983,66,3.00,15,SPIDER CRAB
10/26/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 7:15:00,Quonochontaug Pond,3B,1,139,365,3.00,15,BASS STRIPED
10/26/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 7:15:00,Quonochontaug Pond,3B,1,139,340,3.00,15,BASS STRIPED
10/26/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 7:15:00,Quonochontaug Pond,3B,1,139,375,3.00,15,BASS STRIPED
10/26/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 7:15:00,Quonochontaug Pond,3B,1,981,60,3.00,15,GREEN CRAB
10/25/2016 0:00:00,12/30/1899 17:28:00,12/30/1899 6:44:00,Ninigret Pond,1C,1,970,162,3.00,15,HORSESHOE CRAB
10/25/2016 0:00:00,12/30/1899 17:32:00,12/30/1899 6:47:00,Ninigret Pond,1U,1,139,350,3.00,15,BASS STRIPED
10/25/2016 0:00:00,12/30/1899 17:41:00,12/30/1899 6:56:00,Ninigret Pond,2S,1,139,385,3.00,15,BASS STRIPED
9/15/2016 0:00:00,12/30/1899 17:35:00,12/30/1899 6:34:00,Ninigret Pond,1S,1,969,150,3.00,15,BlUE CRAB
9/15/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 6:46:00,Ninigret Pond,2S,1,969,105,3.00,15,BlUE CRAB
9/15/2016 0:00:00,12/30/1899 17:35:00,12/30/1899 6:34:00,Ninigret Pond,1S,1,36,295,3.00,15,MENHADEN ATLANTIC
9/15/2016 0:00:00,12/30/1899 17:40:00,12/30/1899 6:46:00,Ninigret Pond,2S,1,36,300,3.00,15,MENHADEN ATLANTIC
9/15/2016 0:00:00,12/30/1899 17:44:00,12/30/1899 6:58:00,Ninigret Pond,2U,1,36,315,3.00,15,MENHADEN ATLANTIC
9/15/2016 0:00:00,12/30/1899 17:44:00,12/30/1899 6:58:00,Ninigret Pond,2U,1,983,80,3.00,15,SPIDER CRAB
8/13/2015 0:00:00,,,Ninigret Pond,4U,1,36,370,3.00,15,MENHADEN ATLANTIC
8/13/2015 0:00:00,,,Ninigret Pond,4C,1,36,330,3.00,15,MENHADEN ATLANTIC
8/13/2015 0:00:00,,,Ninigret Pond,4C,1,36,354,3.00,15,MENHADEN ATLANTIC
8/13/2015 0:00:00,,,Ninigret Pond,4C,1,36,333,3.00,15,MENHADEN ATLANTIC
8/13/2015 0:00:00,,,Ninigret Pond,4C,1,36,342,3.00,15,MENHADEN ATLANTIC
8/13/2015 0:00:00,,,Ninigret Pond,4C,1,36,326,3.00,15,MENHADEN ATLANTIC
8/9/2016 0:00:00,12/30/1899 18:35:00,12/30/1899 6:36:00,Ninigret Pond,4S,1,135,180,3.00,15,BLUEFISH
8/9/2016 0:00:00,12/30/1899 18:53:00,12/30/1899 6:55:00,Ninigret Pond,4C,1,36,287,3.00,15,MENHADEN ATLANTIC
8/9/2016 0:00:00,12/30/1899 18:53:00,12/30/1899 6:55:00,Ninigret Pond,4C,1,36,300,3.00,15,MENHADEN ATLANTIC
8/9/2016 0:00:00,12/30/1899 19:13:00,12/30/1899 7:13:00,Ninigret Pond,3U,1,36,290,3.00,15,MENHADEN ATLANTIC
8/9/2016 0:00:00,12/30/1899 19:13:00,12/30/1899 7:13:00,Ninigret Pond,3U,1,36,,3.00,15,MENHADEN ATLANTIC
8/9/2016 0:00:00,12/30/1899 18:35:00,12/30/1899 6:36:00,Ninigret Pond,4S,1,36,222,3.00,15,MENHADEN ATLANTIC
8/9/2016 0:00:00,12/30/1899 19:28:00,12/30/1899 7:24:00,Ninigret Pond,3C,1,139,290,3.00,15,BASS STRIPED
8/9/2016 0:00:00,12/30/1899 19:28:00,12/30/1899 7:24:00,Ninigret Pond,3C,1,139,310,3.00,15,BASS STRIPED
8/9/2016 0:00:00,12/30/1899 19:28:00,12/30/1899 7:24:00,Ninigret Pond,3C,1,139,320,3.00,15,BASS STRIPED
8/9/2016 0:00:00,12/30/1899 19:28:00,12/30/1899 7:24:00,Ninigret Pond,3C,1,139,310,3.00,15,BASS STRIPED
8/9/2016 0:00:00,12/30/1899 19:13:00,12/30/1899 7:13:00,Ninigret Pond,3U,1,139,290,3.00,15,BASS STRIPED
8/9/2016 0:00:00,12/30/1899 18:35:00,12/30/1899 6:36:00,Ninigret Pond,4S,1,139,375,3.00,15,BASS STRIPED
8/9/2016 0:00:00,12/30/1899 18:35:00,12/30/1899 6:36:00,Ninigret Pond,4S,1,139,300,3.00,15,BASS STRIPED
8/9/2016 0:00:00,12/30/1899 18:35:00,12/30/1899 6:36:00,Ninigret Pond,4S,1,139,335,3.00,15,BASS STRIPED
8/11/2016 0:00:00,12/30/1899 18:10:00,12/30/1899 6:45:00,Ninigret Pond,1S,1,969,120,3.00,15,BlUE CRAB
8/11/2016 0:00:00,12/30/1899 18:13:00,12/30/1899 6:53:00,Ninigret Pond,2S,1,969,110,3.00,15,BlUE CRAB
8/11/2016 0:00:00,12/30/1899 18:00:00,12/30/1899 6:22:00,Ninigret Pond,1C,1,36,300,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:00:00,12/30/1899 6:22:00,Ninigret Pond,1C,1,36,235,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:06:00,12/30/1899 6:33:00,Ninigret Pond,1U,1,36,300,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:06:00,12/30/1899 6:33:00,Ninigret Pond,1U,1,36,280,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:06:00,12/30/1899 6:33:00,Ninigret Pond,1U,1,36,280,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:06:00,12/30/1899 6:33:00,Ninigret Pond,1U,1,36,300,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:06:00,12/30/1899 6:33:00,Ninigret Pond,1U,1,36,270,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:13:00,12/30/1899 7:08:00,Ninigret Pond,2U,1,36,280,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:13:00,12/30/1899 7:08:00,Ninigret Pond,2U,1,36,286,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:13:00,12/30/1899 7:08:00,Ninigret Pond,2U,1,36,300,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:10:00,12/30/1899 6:45:00,Ninigret Pond,1S,1,36,295,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:10:00,12/30/1899 6:45:00,Ninigret Pond,1S,1,36,265,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:13:00,12/30/1899 6:53:00,Ninigret Pond,2S,1,36,295,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:13:00,12/30/1899 6:53:00,Ninigret Pond,2S,1,36,295,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:13:00,12/30/1899 6:53:00,Ninigret Pond,2S,1,36,285,3.00,15,MENHADEN ATLANTIC
8/11/2016 0:00:00,12/30/1899 18:21:00,12/30/1899 7:22:00,Ninigret Pond,2C,1,139,325,3.00,15,BASS STRIPED
8/11/2016 0:00:00,12/30/1899 18:21:00,12/30/1899 7:22:00,Ninigret Pond,2C,1,139,160,3.00,15,BASS STRIPED
8/11/2016 0:00:00,12/30/1899 18:13:00,12/30/1899 7:08:00,Ninigret Pond,2U,1,139,320,3.00,15,BASS STRIPED
8/11/2016 0:00:00,12/30/1899 18:13:00,12/30/1899 7:08:00,Ninigret Pond,2U,1,139,210,3.00,15,BASS STRIPED
8/11/2016 0:00:00,12/30/1899 18:13:00,12/30/1899 6:53:00,Ninigret Pond,2S,1,139,285,3.00,15,BASS STRIPED
8/11/2016 0:00:00,12/30/1899 18:00:00,12/30/1899 6:22:00,Ninigret Pond,1C,1,103,205,3.00,15,FLOUNDER SUMMER
8/13/2015 0:00:00,,,Ninigret Pond,3S,1,969,140,3.00,15,BlUE CRAB
8/13/2015 0:00:00,,,Ninigret Pond,4U,1,969,145,3.00,15,BlUE CRAB
8/13/2015 0:00:00,,,Ninigret Pond,4C,1,969,139,3.00,15,BlUE CRAB
8/13/2015 0:00:00,,,Ninigret Pond,4C,1,969,102,3.00,15,BlUE CRAB
8/13/2015 0:00:00,,,Ninigret Pond,4C,1,969,121,3.00,15,BlUE CRAB
8/13/2015 0:00:00,,,Ninigret Pond,4C,1,969,80,3.00,15,BlUE CRAB
8/13/2015 0:00:00,,,Ninigret Pond,4C,1,135,110,3.00,15,BLUEFISH
8/13/2015 0:00:00,,,Ninigret Pond,3S,1,36,320,3.00,15,MENHADEN ATLANTIC
8/13/2015 0:00:00,,,Ninigret Pond,3C,1,36,365,3.00,15,MENHADEN ATLANTIC
8/13/2015 0:00:00,,,Ninigret Pond,3U,1,36,339,3.00,15,MENHADEN ATLANTIC
8/13/2015 0:00:00,,,Ninigret Pond,4U,1,36,360,3.00,15,MENHADEN ATLANTIC
8/13/2015 0:00:00,,,Ninigret Pond,4C,1,36,327,3.00,15,MENHADEN ATLANTIC
8/13/2015 0:00:00,,,Ninigret Pond,3U,1,36,342,3.00,15,MENHADEN ATLANTIC
8/13/2015 0:00:00,,,Ninigret Pond,4U,1,36,335,3.00,15,MENHADEN ATLANTIC
8/13/2015 0:00:00,,,Ninigret Pond,4C,1,36,356,3.00,15,MENHADEN ATLANTIC
10/11/2016 0:00:00,,12/30/1899 7:54:00,Ninigret Pond,3C,1,969,140,3.00,15,BlUE CRAB
10/11/2016 0:00:00,,12/30/1899 7:24:00,Ninigret Pond,4C,1,131,175,3.00,15,BUTTERFISH
10/11/2016 0:00:00,,12/30/1899 7:54:00,Ninigret Pond,3C,1,36,285,3.00,15,MENHADEN ATLANTIC
10/11/2016 0:00:00,,12/30/1899 7:00:00,Ninigret Pond,4S,1,36,,3.00,15,MENHADEN ATLANTIC
10/11/2016 0:00:00,,12/30/1899 7:00:00,Ninigret Pond,4S,1,36,310,3.00,15,MENHADEN ATLANTIC
10/11/2016 0:00:00,,12/30/1899 7:00:00,Ninigret Pond,4S,1,36,278,3.00,15,MENHADEN ATLANTIC
10/11/2016 0:00:00,,12/30/1899 7:24:00,Ninigret Pond,4C,1,36,305,3.00,15,MENHADEN ATLANTIC
10/11/2016 0:00:00,,12/30/1899 7:54:00,Ninigret Pond,3C,1,471,600,3.00,15,NEEDLEFISH ATLANTIC
10/11/2016 0:00:00,,12/30/1899 7:24:00,Ninigret Pond,4C,1,694,249,3.00,15,SENNET NORTHERN
10/11/2016 0:00:00,,12/30/1899 7:24:00,Ninigret Pond,4C,1,694,275,3.00,15,SENNET NORTHERN
10/11/2016 0:00:00,,12/30/1899 7:54:00,Ninigret Pond,3C,1,983,50,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:54:00,Ninigret Pond,3C,1,983,55,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:54:00,Ninigret Pond,3C,1,983,61,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:47:00,Ninigret Pond,3U,1,983,55,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:47:00,Ninigret Pond,3U,1,983,52,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:12:00,Ninigret Pond,4U,1,983,51,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:12:00,Ninigret Pond,4U,1,983,51,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:12:00,Ninigret Pond,4U,1,983,54,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:12:00,Ninigret Pond,4U,1,983,49,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:12:00,Ninigret Pond,4U,1,983,53,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:12:00,Ninigret Pond,4U,1,983,49,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:12:00,Ninigret Pond,4U,1,983,50,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:12:00,Ninigret Pond,4U,1,983,60,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:12:00,Ninigret Pond,4U,1,983,54,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:12:00,Ninigret Pond,4U,1,983,55,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:24:00,Ninigret Pond,4C,1,983,51,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:24:00,Ninigret Pond,4C,1,983,71,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:24:00,Ninigret Pond,4C,1,983,48,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:24:00,Ninigret Pond,4C,1,983,51,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:24:00,Ninigret Pond,4C,1,983,48,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:24:00,Ninigret Pond,4C,1,983,51,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:24:00,Ninigret Pond,4C,1,983,64,3.00,15,SPIDER CRAB
10/11/2016 0:00:00,,12/30/1899 7:54:00,Ninigret Pond,3C,1,139,451,3.00,15,BASS STRIPED
10/11/2016 0:00:00,,12/30/1899 7:54:00,Ninigret Pond,3C,1,139,350,3.00,15,BASS STRIPED
10/11/2016 0:00:00,,12/30/1899 7:47:00,Ninigret Pond,3U,1,139,425,3.00,15,BASS STRIPED
10/11/2016 0:00:00,,12/30/1899 7:00:00,Ninigret Pond,4S,1,139,337,3.00,15,BASS STRIPED
10/11/2016 0:00:00,,12/30/1899 7:24:00,Ninigret Pond,4C,1,139,380,3.00,15,BASS STRIPED
6/22/2016 0:00:00,12/30/1899 19:37:00,12/30/1899 8:03:00,Quonochontaug Pond,1B,1,969,105,3.00,15,BlUE CRAB
6/22/2016 0:00:00,12/30/1899 19:29:00,12/30/1899 7:54:00,Quonochontaug Pond,1C,1,969,125,3.00,15,BlUE CRAB
6/22/2016 0:00:00,12/30/1899 19:22:00,12/30/1899 7:40:00,Quonochontaug Pond,1D,1,969,137,3.00,15,BlUE CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,969,98,3.00,15,BlUE CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,969,133,3.00,15,BlUE CRAB
6/22/2016 0:00:00,12/30/1899 19:22:00,12/30/1899 7:40:00,Quonochontaug Pond,1D,1,981,77,3.00,15,GREEN CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,981,77,3.00,15,GREEN CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,981,80,3.00,15,GREEN CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,981,71,3.00,15,GREEN CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,981,82,3.00,15,GREEN CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,985,90,3.00,15,LADY CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,985,79,3.00,15,LADY CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,985,90,3.00,15,LADY CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,36,,3.00,15,MENHADEN ATLANTIC
6/22/2016 0:00:00,12/30/1899 19:45:00,12/30/1899 8:17:00,Quonochontaug Pond,1A,1,984,286,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:45:00,12/30/1899 8:17:00,Quonochontaug Pond,1A,1,984,274,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:45:00,12/30/1899 8:17:00,Quonochontaug Pond,1A,1,984,275,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:45:00,12/30/1899 8:17:00,Quonochontaug Pond,1A,1,984,,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:37:00,12/30/1899 8:03:00,Quonochontaug Pond,1B,1,984,,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:37:00,12/30/1899 8:03:00,Quonochontaug Pond,1B,1,984,313,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:37:00,12/30/1899 8:03:00,Quonochontaug Pond,1B,1,984,300,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:37:00,12/30/1899 8:03:00,Quonochontaug Pond,1B,1,984,315,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:29:00,12/30/1899 7:54:00,Quonochontaug Pond,1C,1,984,,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:29:00,12/30/1899 7:54:00,Quonochontaug Pond,1C,1,984,,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:29:00,12/30/1899 7:54:00,Quonochontaug Pond,1C,1,984,,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:29:00,12/30/1899 7:54:00,Quonochontaug Pond,1C,1,984,281,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:29:00,12/30/1899 7:54:00,Quonochontaug Pond,1C,1,984,277,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:29:00,12/30/1899 7:54:00,Quonochontaug Pond,1C,1,984,275,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:22:00,12/30/1899 7:40:00,Quonochontaug Pond,1D,1,984,283,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:22:00,12/30/1899 7:40:00,Quonochontaug Pond,1D,1,984,298,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:22:00,12/30/1899 7:40:00,Quonochontaug Pond,1D,1,984,297,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:22:00,12/30/1899 7:40:00,Quonochontaug Pond,1D,1,984,,3.00,15,RIVER HERRING
6/22/2016 0:00:00,12/30/1899 19:45:00,12/30/1899 8:17:00,Quonochontaug Pond,1A,1,983,78,3.00,15,SPIDER CRAB
6/22/2016 0:00:00,12/30/1899 19:45:00,12/30/1899 8:17:00,Quonochontaug Pond,1A,1,983,82,3.00,15,SPIDER CRAB
6/22/2016 0:00:00,12/30/1899 19:37:00,12/30/1899 8:03:00,Quonochontaug Pond,1B,1,983,47,3.00,15,SPIDER CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,983,60,3.00,15,SPIDER CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,983,86,3.00,15,SPIDER CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,983,78,3.00,15,SPIDER CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,983,82,3.00,15,SPIDER CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,983,74,3.00,15,SPIDER CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,983,55,3.00,15,SPIDER CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,983,59,3.00,15,SPIDER CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,983,61,3.00,15,SPIDER CRAB
6/22/2016 0:00:00,12/30/1899 18:48:00,12/30/1899 6:51:00,Quonochontaug Pond,3A,1,983,50,3.00,15,SPIDER CRAB
6/22/2016 0:00:00,12/30/1899 18:42:00,12/30/1899 7:08:00,Quonochontaug Pond,3B,1,983,61,3.00,15,SPIDER CRAB
6/22/2016 0:00:00,12/30/1899 18:42:00,12/30/1899 7:08:00,Quonochontaug Pond,3B,1,139,295,3.00,15,BASS STRIPED
6/22/2016 0:00:00,12/30/1899 18:42:00,12/30/1899 7:08:00,Quonochontaug Pond,3B,1,139,315,3.00,15,BASS STRIPED
6/22/2016 0:00:00,12/30/1899 18:42:00,12/30/1899 7:08:00,Quonochontaug Pond,3B,1,139,335,3.00,15,BASS STRIPED
6/23/2016 0:00:00,12/30/1899 19:21:00,12/30/1899 9:00:00,Quonochontaug Pond,2D,1,969,146,3.00,15,BlUE CRAB
6/23/2016 0:00:00,12/30/1899 19:15:00,12/30/1899 8:42:00,Quonochontaug Pond,3C,1,969,97,3.00,15,BlUE CRAB
6/23/2016 0:00:00,12/30/1899 19:15:00,12/30/1899 8:42:00,Quonochontaug Pond,3C,1,969,94,3.00,15,BlUE CRAB
6/23/2016 0:00:00,12/30/1899 19:15:00,12/30/1899 8:42:00,Quonochontaug Pond,3C,1,969,66,3.00,15,BlUE CRAB
6/23/2016 0:00:00,12/30/1899 19:15:00,12/30/1899 8:42:00,Quonochontaug Pond,3C,1,969,98,3.00,15,BlUE CRAB
6/23/2016 0:00:00,12/30/1899 18:49:00,12/30/1899 7:38:00,Quonochontaug Pond,2A,1,981,82,3.00,15,GREEN CRAB
6/23/2016 0:00:00,12/30/1899 19:15:00,12/30/1899 8:42:00,Quonochontaug Pond,3C,1,981,72,3.00,15,GREEN CRAB
6/23/2016 0:00:00,12/30/1899 19:15:00,12/30/1899 8:42:00,Quonochontaug Pond,3C,1,981,72,3.00,15,GREEN CRAB
6/23/2016 0:00:00,12/30/1899 19:15:00,12/30/1899 8:42:00,Quonochontaug Pond,3C,1,981,59,3.00,15,GREEN CRAB
6/23/2016 0:00:00,12/30/1899 19:15:00,12/30/1899 8:42:00,Quonochontaug Pond,3C,1,981,77,3.00,15,GREEN CRAB
6/23/2016 0:00:00,12/30/1899 19:15:00,12/30/1899 8:42:00,Quonochontaug Pond,3C,1,981,83,3.00,15,GREEN CRAB
6/23/2016 0:00:00,12/30/1899 19:15:00,12/30/1899 8:42:00,Quonochontaug Pond,3C,1,981,60,3.00,15,GREEN CRAB
